"geometry";"rivers";"model_type";"stat";"X";"Y";"alt";"id"
"217";c(5456349.72061229, 2238558.14840454, 550);"Maritsa-Evros";"M1";"Est";5456349.72061229;2238558.14840454;550;"Only_point"
"218";c(5456176.51886637, 2238469.09706342, 552);"Maritsa-Evros";"M1";"Low";5456176.51886637;2238469.09706342;552;"Only_point"
"219";c(5456638.2246238, 2238639.11493363, 544);"Maritsa-Evros";"M1";"Up";5456638.2246238;2238639.11493363;544;"Only_point"
"220";c(5451869.20533408, 2238402.64349707, 637);"Maritsa-Evros";"M2";"Est";5451869.20533408;2238402.64349707;637;"Upper_point"
"221";c(5451678.53482653, 2238437.59104677, 643);"Maritsa-Evros";"M2";"Low";5451678.53482653;2238437.59104677;643;"Upper_point"
"222";c(5452060.79877484, 2238449.72676858, 633);"Maritsa-Evros";"M2";"Up";5452060.79877484;2238449.72676858;633;"Upper_point"
"223";c(5490729.13451424, 2233952.62335433, 219);"Maritsa-Evros";"M2";"Est";5490729.13451424;2233952.62335433;219;"Lower_point"
"224";c(5489942.11329249, 2234340.2457133, 219);"Maritsa-Evros";"M2";"Low";5489942.11329249;2234340.2457133;219;"Lower_point"
"225";c(5491590.0780472, 2234194.50082586, 217);"Maritsa-Evros";"M2";"Up";5491590.0780472;2234194.50082586;217;"Lower_point"
"226";c(3923262.5066573, 2856538.82896899, 99);"Marne";"M1";"Est";3923262.5066573;2856538.82896899;99;"Only_point"
"227";c(3923727.37888941, 2856365.49146589, 99);"Marne";"M1";"Low";3923727.37888941;2856365.49146589;99;"Only_point"
"228";c(3922899.30329005, 2856488.52042149, 99);"Marne";"M1";"Up";3922899.30329005;2856488.52042149;99;"Only_point"
"229";c(3926311.89673822, 2852390.25892474, 105);"Marne";"M2";"Est";3926311.89673822;2852390.25892474;105;"Upper_point"
"230";c(3926580.79467549, 2852022.47926622, 105);"Marne";"M2";"Low";3926580.79467549;2852022.47926622;105;"Upper_point"
"231";c(3926207.39807219, 2852654.0407629, 105);"Marne";"M2";"Up";3926207.39807219;2852654.0407629;105;"Upper_point"
"232";c(3729979.30088865, 2908820.48210058, 21);"Marne";"M2";"Est";3729979.30088865;2908820.48210058;21;"Lower_point"
"233";c(3734298.32228199, 2908492.52300913, 16);"Marne";"M2";"Low";3734298.32228199;2908492.52300913;16;"Lower_point"
"234";c(3725503.17326806, 2907866.56667638, 16);"Marne";"M2";"Up";3725503.17326806;2907866.56667638;16;"Lower_point"
"235";c(5246908.76508307, 2349186.40667692, 140);"Morava main";"M1";"Est";5246908.76508307;2349186.40667692;140;"Only_point"
"236";c(5247643.91607416, 2348677.89288061, 148);"Morava main";"M1";"Low";5247643.91607416;2348677.89288061;148;"Only_point"
"237";c(5246529.02687847, 2349772.60230193, 150);"Morava main";"M1";"Up";5246529.02687847;2349772.60230193;150;"Only_point"
"238";c(5275279.34935478, 2320235.54151313, 177);"Morava main";"M2";"Est";5275279.34935478;2320235.54151313;177;"Upper_point"
"239";c(5275449.64019766, 2319458.47761558, 187);"Morava main";"M2";"Low";5275449.64019766;2319458.47761558;187;"Upper_point"
"240";c(5275431.11868654, 2321016.65349862, 175);"Morava main";"M2";"Up";5275431.11868654;2321016.65349862;175;"Upper_point"
"241";c(5323434.72313365, 2475062.42660861, 39);"Morava main";"M2";"Est";5323434.72313365;2475062.42660861;39;"Lower_point"
"242";c(5319842.33257923, 2473930.29870482, 40);"Morava main";"M2";"Low";5319842.33257923;2473930.29870482;40;"Lower_point"
"243";c(5326715.94398827, 2473338.3337359, 38);"Morava main";"M2";"Up";5326715.94398827;2473338.3337359;38;"Lower_point"
"244";c(5143176.38640659, 2367030.27406455, 252);"Morava west";"M1";"Est";5143176.38640659;2367030.27406455;252;"Only_point"
"245";c(5142277.70819858, 2367040.24433518, 256);"Morava west";"M1";"Low";5142277.70819858;2367040.24433518;256;"Only_point"
"246";c(5143971.5878336, 2366954.57113777, 249);"Morava west";"M1";"Up";5143971.5878336;2366954.57113777;249;"Only_point"
"247";c(5132366.95976075, 2355224.11371622, 309);"Morava west";"M2";"Est";5132366.95976075;2355224.11371622;309;"Upper_point"
"248";c(5132420.24647608, 2354812.2657335, 309);"Morava west";"M2";"Low";5132420.24647608;2354812.2657335;309;"Upper_point"
"249";c(5132288.24340941, 2355800.49269829, 309);"Morava west";"M2";"Up";5132288.24340941;2355800.49269829;309;"Upper_point"
"250";c(5204260.68686144, 2427540.73274733, 89);"Morava west";"M2";"Est";5204260.68686144;2427540.73274733;89;"Lower_point"
"251";c(5206139.46190395, 2425837.61987813, 88);"Morava west";"M2";"Low";5206139.46190395;2425837.61987813;88;"Lower_point"
"252";c(5205504.03648962, 2429485.26301022, 88);"Morava west";"M2";"Up";5205504.03648962;2429485.26301022;88;"Lower_point"
"253";c(4042670.6440686, 2834430.79125289, 233);"Mosel";"M1";"Est";4042670.6440686;2834430.79125289;233;"Only_point"
"254";c(4042946.9778114, 2833866.73961276, 229);"Mosel";"M1";"Low";4042946.9778114;2833866.73961276;229;"Only_point"
"255";c(4041960.67224925, 2835013.23333487, 226);"Mosel";"M1";"Up";4041960.67224925;2835013.23333487;226;"Only_point"
"256";c(4045035.40537477, 2819888.99630274, 255);"Mosel";"M2";"Est";4045035.40537477;2819888.99630274;255;"Upper_point"
"257";c(4044734.35787694, 2819486.1670307, 253);"Mosel";"M2";"Low";4044734.35787694;2819486.1670307;253;"Upper_point"
"258";c(4045615.54034497, 2820147.79616787, 253);"Mosel";"M2";"Up";4045615.54034497;2820147.79616787;253;"Upper_point"
"259";c(4107789.77145122, 3095936.24315636, 37);"Mosel";"M2";"Est";4107789.77145122;3095936.24315636;37;"Lower_point"
"260";c(4109349.51741338, 3091889.91613633, 37);"Mosel";"M2";"Low";4109349.51741338;3091889.91613633;37;"Lower_point"
"261";c(4110088.92519582, 3099300.01332971, 37);"Mosel";"M2";"Up";4110088.92519582;3099300.01332971;37;"Lower_point"
"262";c(4344911.98522037, 2539233.80484457, 292);"Oglio";"M1";"Est";4344911.98522037;2539233.80484457;292;"Only_point"
"263";c(4345308.47362707, 2539275.14808982, 290);"Oglio";"M1";"Low";4345308.47362707;2539275.14808982;290;"Only_point"
"264";c(4344733.80289792, 2538925.91780918, 287);"Oglio";"M1";"Up";4344733.80289792;2538925.91780918;287;"Only_point"
"265";c(4348174.60211215, 2549837.65905714, 396);"Oglio";"M2";"Est";4348174.60211215;2549837.65905714;396;"Upper_point"
"266";c(4348162.03921268, 2549936.39487928, 398);"Oglio";"M2";"Low";4348162.03921268;2549936.39487928;398;"Upper_point"
"267";c(4348228.66316936, 2549645.28437976, 393);"Oglio";"M2";"Up";4348228.66316936;2549645.28437976;393;"Upper_point"
"268";c(4317457.25317199, 2467244.63619372, 43);"Oglio";"M2";"Est";4317457.25317199;2467244.63619372;43;"Lower_point"
"269";c(4316447.59001657, 2467676.59217561, 50);"Oglio";"M2";"Low";4316447.59001657;2467676.59217561;50;"Lower_point"
"270";c(4318286.77436414, 2466694.88176925, 42);"Oglio";"M2";"Up";4318286.77436414;2466694.88176925;42;"Lower_point"
"271";c(3857363.90678257, 2994287.24588301, 79);"Oise";"M1";"Est";3857363.90678257;2994287.24588301;79;"Only_point"
"272";c(3857517.86972896, 2995055.85116317, 82);"Oise";"M1";"Low";3857517.86972896;2995055.85116317;82;"Only_point"
"273";c(3856644.37925793, 2993815.5028646, 81);"Oise";"M1";"Up";3856644.37925793;2993815.5028646;81;"Only_point"
"274";c(3893033.95623232, 2997291.08454299, 150);"Oise";"M2";"Est";3893033.95623232;2997291.08454299;150;"Upper_point"
"275";c(3893271.54670909, 2997110.1074363, 153);"Oise";"M2";"Low";3893271.54670909;2997110.1074363;153;"Upper_point"
"276";c(3892853.837153, 2997361.69046194, 150);"Oise";"M2";"Up";3892853.837153;2997361.69046194;150;"Upper_point"
"277";c(3839946.30879228, 2969047.65204939, 46);"Oise";"M2";"Est";3839946.30879228;2969047.65204939;46;"Lower_point"
"278";c(3839992.50627153, 2969243.09872646, 45);"Oise";"M2";"Low";3839992.50627153;2969243.09872646;45;"Lower_point"
"279";c(3839661.54735605, 2968802.49721314, 45);"Oise";"M2";"Up";3839661.54735605;2968802.49721314;45;"Lower_point"
"280";c(6644319.97102502, 1860872.56425974, 84);"Oronte";"M1";"Est";6644319.97102502;1860872.56425974;84;"Only_point"
"281";c(6644185.41893899, 1861849.44082546, 83);"Oronte";"M1";"Low";6644185.41893899;1861849.44082546;83;"Only_point"
"282";c(6643989.87355526, 1859906.00388986, 85);"Oronte";"M1";"Up";6643989.87355526;1859906.00388986;85;"Only_point"
"283";c(6669942.33039963, 1845829.16883096, 102);"Oronte";"M2";"Est";6669942.33039963;1845829.16883096;102;"Upper_point"
"284";c(6670227.7527097, 1845107.87283492, 107);"Oronte";"M2";"Low";6670227.7527097;1845107.87283492;107;"Upper_point"
"285";c(6669354.45142026, 1846428.60313682, 99);"Oronte";"M2";"Up";6669354.45142026;1846428.60313682;99;"Upper_point"
"286";c(6644224.29117078, 1864083.04612565, 84);"Oronte";"M2";"Est";6644224.29117078;1864083.04612565;84;"Lower_point"
"287";c(6644515.3240136, 1864482.67671813, 84);"Oronte";"M2";"Low";6644515.3240136;1864482.67671813;84;"Lower_point"
"288";c(6644129.11248649, 1863504.02880415, 80);"Oronte";"M2";"Up";6644129.11248649;1863504.02880415;80;"Lower_point"
"289";c(4116942.90769337, 2396424.25886936, 314);"Po";"M1";"Est";4116942.90769337;2396424.25886936;314;"Only_point"
"290";c(4116743.89288373, 2396201.92614917, 313);"Po";"M1";"Low";4116743.89288373;2396201.92614917;313;"Only_point"
"291";c(4117283.36936181, 2396633.22715017, 307);"Po";"M1";"Up";4117283.36936181;2396633.22715017;307;"Only_point"
"292";c(4116942.90769337, 2396424.25886936, 314);"Po";"M2";"Est";4116942.90769337;2396424.25886936;314;"Upper_point"
"293";c(4116743.89288373, 2396201.92614917, 313);"Po";"M2";"Low";4116743.89288373;2396201.92614917;313;"Upper_point"
"294";c(4117283.36936181, 2396633.22715017, 307);"Po";"M2";"Up";4117283.36936181;2396633.22715017;307;"Upper_point"
"295";c(4237855.78444952, 2441009.57220674, 57);"Po";"M2";"Est";4237855.78444952;2441009.57220674;57;"Lower_point"
"296";c(4232288.33757175, 2438734.39549689, 64);"Po";"M2";"Low";4232288.33757175;2438734.39549689;64;"Lower_point"
"297";c(4243711.20544004, 2441783.44412008, 59);"Po";"M2";"Up";4243711.20544004;2441783.44412008;59;"Lower_point"
"298";c(4281221.97880023, 2636822.27899675, 566);"Rhine";"M1";"Est";4281221.97880023;2636822.27899675;566;"Only_point"
"299";c(4280457.69224162, 2636627.78386786, 568);"Rhine";"M1";"Low";4280457.69224162;2636627.78386786;568;"Only_point"
"300";c(4281854.71476388, 2637103.47670855, 571);"Rhine";"M1";"Up";4281854.71476388;2637103.47670855;571;"Only_point"
"301";c(4269868.80240862, 2632676.4845167, 624);"Rhine";"M2";"Est";4269868.80240862;2632676.4845167;624;"Upper_point"
"302";c(4269536.04908766, 2632517.58667875, 628);"Rhine";"M2";"Low";4269536.04908766;2632517.58667875;628;"Upper_point"
"303";c(4270198.44098529, 2632832.76275024, 616);"Rhine";"M2";"Up";4270198.44098529;2632832.76275024;616;"Upper_point"
"304";c(4168760.2540682, 2845146.95728772, 120);"Rhine";"M2";"Est";4168760.2540682;2845146.95728772;120;"Lower_point"
"305";c(4166449.90405822, 2842556.66536299, 122);"Rhine";"M2";"Low";4166449.90405822;2842556.66536299;122;"Lower_point"
"306";c(4171206.28301001, 2847588.8463707, 120);"Rhine";"M2";"Up";4171206.28301001;2847588.8463707;120;"Lower_point"
"307";c(4155781.85978128, 2579084.53984981, 644);"Rhône";"M1";"Est";4155781.85978128;2579084.53984981;644;"Only_point"
"308";c(4156160.75884595, 2578966.07847634, 646);"Rhône";"M1";"Low";4156160.75884595;2578966.07847634;646;"Only_point"
"309";c(4155514.9960612, 2579221.45349741, 642);"Rhône";"M1";"Up";4155514.9960612;2579221.45349741;642;"Only_point"
"310";c(4162247.2427356, 2579046.40428172, 659);"Rhône";"M2";"Est";4162247.2427356;2579046.40428172;659;"Upper_point"
"311";c(4162518.05908329, 2579174.26372902, 660);"Rhône";"M2";"Low";4162518.05908329;2579174.26372902;660;"Upper_point"
"312";c(4162007.81467977, 2578867.23251349, 656);"Rhône";"M2";"Up";4162007.81467977;2578867.23251349;656;"Upper_point"
"313";c(3991815.0217036, 2522690.68412762, 226);"Rhône";"M2";"Est";3991815.0217036;2522690.68412762;226;"Lower_point"
"314";c(3992602.30082381, 2526361.90922322, 226);"Rhône";"M2";"Low";3992602.30082381;2526361.90922322;226;"Lower_point"
"315";c(3989171.37106738, 2520068.99219599, 236);"Rhône";"M2";"Up";3989171.37106738;2520068.99219599;236;"Lower_point"
"316";c(3912558.16330485, 2497948.55001292, 142);"Saône";"M1";"Est";3912558.16330485;2497948.55001292;142;"Only_point"
"317";c(3915084.46712584, 2499747.73188389, 142);"Saône";"M1";"Low";3915084.46712584;2499747.73188389;142;"Only_point"
"318";c(3910543.16454408, 2496165.38691942, 141);"Saône";"M1";"Up";3910543.16454408;2496165.38691942;141;"Only_point"
"319";c(4017041.81958773, 2765232.71595848, 226);"Saône";"M2";"Est";4017041.81958773;2765232.71595848;226;"Upper_point"
"320";c(4016500.53556552, 2765809.98267622, 228);"Saône";"M2";"Low";4016500.53556552;2765809.98267622;228;"Upper_point"
"321";c(4017859.63713438, 2765369.14218348, 224);"Saône";"M2";"Up";4017859.63713438;2765369.14218348;224;"Upper_point"
"322";c(3913889.18895576, 2512110.05869908, 155);"Saône";"M2";"Est";3913889.18895576;2512110.05869908;155;"Lower_point"
"323";c(3914968.92127205, 2513396.09902538, 155);"Saône";"M2";"Low";3914968.92127205;2513396.09902538;155;"Lower_point"
"324";c(3913421.40342239, 2510834.98668971, 153);"Saône";"M2";"Up";3913421.40342239;2510834.98668971;153;"Lower_point"
"325";c(4771043.04152373, 2542196.60552833, 126);"Sava";"M1";"Est";4771043.04152373;2542196.60552833;126;"Only_point"
"326";c(4770452.74990376, 2542089.15411828, 126);"Sava";"M1";"Low";4770452.74990376;2542089.15411828;126;"Only_point"
"327";c(4771537.26922663, 2542270.14889737, 122);"Sava";"M1";"Up";4771537.26922663;2542270.14889737;122;"Only_point"
"328";c(4768471.70765495, 2542694.21662834, 129);"Sava";"M2";"Est";4768471.70765495;2542694.21662834;129;"Upper_point"
"329";c(4768067.92721874, 2542987.50538381, 128);"Sava";"M2";"Low";4768067.92721874;2542987.50538381;128;"Upper_point"
"330";c(4768864.28112404, 2542384.6290203, 127);"Sava";"M2";"Up";4768864.28112404;2542384.6290203;127;"Upper_point"
"331";c(5744493.64244459, 2528205.53046085, 6);"Sava";"M2";"Est";5744493.64244459;2528205.53046085;6;"Lower_point"
"332";c(5739036.71081086, 2519631.53910446, 6);"Sava";"M2";"Low";5739036.71081086;2519631.53910446;6;"Lower_point"
"333";c(5746971.02510097, 2538551.43414495, 5);"Sava";"M2";"Up";5746971.02510097;2538551.43414495;5;"Lower_point"
"334";c(3858578.69792797, 3044502.19082227, 21);"Schelde";"M1";"Est";3858578.69792797;3044502.19082227;21;"Only_point"
"335";c(3858220.94634308, 3044156.91303117, 25);"Schelde";"M1";"Low";3858220.94634308;3044156.91303117;25;"Only_point"
"336";c(3858852.11065399, 3045032.04019904, 27);"Schelde";"M1";"Up";3858852.11065399;3045032.04019904;27;"Only_point"
"337";c(3849018.50986607, 3043261.92207763, 32);"Schelde";"M2";"Est";3849018.50986607;3043261.92207763;32;"Upper_point"
"338";c(3848483.04562894, 3042996.30660383, 37);"Schelde";"M2";"Low";3848483.04562894;3042996.30660383;37;"Upper_point"
"339";c(3849494.44421839, 3043407.33941789, 31);"Schelde";"M2";"Up";3849494.44421839;3043407.33941789;31;"Upper_point"
"340";c(3884986.43534765, 3122888.49686274, 0);"Schelde";"M2";"Est";3884986.43534765;3122888.49686274;0;"Lower_point"
"341";c(3882301.65490109, 3121808.76940311, 3);"Schelde";"M2";"Low";3882301.65490109;3121808.76940311;3;"Lower_point"
"342";c(3885869.89185081, 3120651.80794238, 1);"Schelde";"M2";"Up";3885869.89185081;3120651.80794238;1;"Lower_point"
"343";c(3884406.97302138, 2811485.51789816, 109);"Seine";"M1";"Est";3884406.97302138;2811485.51789816;109;"Only_point"
"344";c(3884840.70892235, 2810999.06083542, 113);"Seine";"M1";"Low";3884840.70892235;2810999.06083542;113;"Only_point"
"345";c(3883836.91230732, 2811710.95744163, 109);"Seine";"M1";"Up";3883836.91230732;2811710.95744163;109;"Only_point"
"346";c(3916065.05278463, 2750352.80102988, 261);"Seine";"M2";"Est";3916065.05278463;2750352.80102988;261;"Upper_point"
"347";c(3916283.06126521, 2749969.4210347, 264);"Seine";"M2";"Low";3916283.06126521;2749969.4210347;264;"Upper_point"
"348";c(3916155.80218677, 2750637.1560692, 263);"Seine";"M2";"Up";3916155.80218677;2750637.1560692;263;"Upper_point"
"349";c(3872772.57503539, 2831959.47242108, 87);"Seine";"M2";"Est";3872772.57503539;2831959.47242108;87;"Lower_point"
"350";c(3873318.98124996, 2831599.43648253, 88);"Seine";"M2";"Low";3873318.98124996;2831599.43648253;88;"Lower_point"
"351";c(3873123.0225521, 2832288.97487017, 87);"Seine";"M2";"Up";3873123.0225521;2832288.97487017;87;"Lower_point"
"352";c(3816203.72664541, 2986898.91389989, 54);"Somme";"M1";"Est";3816203.72664541;2986898.91389989;54;"Only_point"
"353";c(3817256.80366512, 2985881.65032667, 55);"Somme";"M1";"Low";3817256.80366512;2985881.65032667;55;"Only_point"
"354";c(3815690.97266115, 2988168.28847108, 54);"Somme";"M1";"Up";3815690.97266115;2988168.28847108;54;"Only_point"
"355";c(3818092.0764167, 2984736.66510835, 54);"Somme";"M2";"Est";3818092.0764167;2984736.66510835;54;"Upper_point"
"356";c(3819576.85869961, 2983902.24064548, 57);"Somme";"M2";"Low";3819576.85869961;2983902.24064548;57;"Upper_point"
"357";c(3817156.08738451, 2986145.05307053, 53);"Somme";"M2";"Up";3817156.08738451;2986145.05307053;53;"Upper_point"
"358";c(3743055.62704526, 3025167.79984929, 6);"Somme";"M2";"Est";3743055.62704526;3025167.79984929;6;"Lower_point"
"359";c(3745703.44071453, 3023712.63066118, 8);"Somme";"M2";"Low";3745703.44071453;3023712.63066118;8;"Lower_point"
"360";c(3740764.54934446, 3027015.86717646, 14);"Somme";"M2";"Up";3740764.54934446;3027015.86717646;14;"Lower_point"
"361";c(3274586.44538468, 2046858.35605546, 786);"Tajo";"M1";"Est";3274586.44538468;2046858.35605546;786;"Only_point"
"362";c(3274828.31942061, 2047231.1737842, 790);"Tajo";"M1";"Low";3274828.31942061;2047231.1737842;790;"Only_point"
"363";c(3274228.38904115, 2046453.55744092, 797);"Tajo";"M1";"Up";3274228.38904115;2046453.55744092;797;"Only_point"
"364";c(3295410.80612476, 2049390.25089245, 924);"Tajo";"M2";"Est";3295410.80612476;2049390.25089245;924;"Upper_point"
"365";c(3295500.20553234, 2048913.88473314, 908);"Tajo";"M2";"Low";3295500.20553234;2048913.88473314;908;"Upper_point"
"366";c(3295422.31336275, 2049892.60893918, 903);"Tajo";"M2";"Up";3295422.31336275;2049892.60893918;903;"Upper_point"
"367";c(3225448.3057064, 2011066.68138946, 598);"Tajo";"M2";"Est";3225448.3057064;2011066.68138946;598;"Lower_point"
"368";c(3226925.21446931, 2010474.26864083, 604);"Tajo";"M2";"Low";3226925.21446931;2010474.26864083;604;"Lower_point"
"369";c(3224242.73463231, 2010676.83122838, 594);"Tajo";"M2";"Up";3224242.73463231;2010676.83122838;594;"Lower_point"
"370";c(3808949.1781033, 2380545.21338466, 533);"Tarn";"M1";"Est";3808949.1781033;2380545.21338466;533;"Only_point"
"371";c(3809374.06381941, 2380468.51007547, 543);"Tarn";"M1";"Low";3809374.06381941;2380468.51007547;543;"Only_point"
"372";c(3808822.54659178, 2380924.59800148, 538);"Tarn";"M1";"Up";3808822.54659178;2380924.59800148;538;"Only_point"
"373";c(3808949.1781033, 2380545.21338466, 533);"Tarn";"M2";"Est";3808949.1781033;2380545.21338466;533;"Upper_point"
"374";c(3809184.72120597, 2380422.8828892, 538);"Tarn";"M2";"Low";3809184.72120597;2380422.8828892;538;"Upper_point"
"375";c(3808886.25344803, 2380735.04797642, 540);"Tarn";"M2";"Up";3808886.25344803;2380735.04797642;540;"Upper_point"
"376";c(3673342.63362768, 2346142.04465207, 125);"Tarn";"M2";"Est";3673342.63362768;2346142.04465207;125;"Lower_point"
"377";c(3674867.10341953, 2346150.98277386, 126);"Tarn";"M2";"Low";3674867.10341953;2346150.98277386;126;"Lower_point"
"378";c(3671927.81246955, 2345134.37379189, 127);"Tarn";"M2";"Up";3671927.81246955;2345134.37379189;127;"Lower_point"
"379";c(4488590.98515038, 2281411.50158599, 372);"Tevere";"M1";"Est";4488590.98515038;2281411.50158599;372;"Only_point"
"380";c(4488574.64535534, 2281810.62899989, 371);"Tevere";"M1";"Low";4488574.64535534;2281810.62899989;371;"Only_point"
"381";c(4488587.21940642, 2281011.74837061, 369);"Tevere";"M1";"Up";4488587.21940642;2281011.74837061;369;"Only_point"
"382";c(4486338.0584498, 2286170.08725132, 431);"Tevere";"M2";"Est";4486338.0584498;2286170.08725132;431;"Upper_point"
"383";c(4486149.18687153, 2286401.64325848, 430);"Tevere";"M2";"Low";4486149.18687153;2286401.64325848;430;"Upper_point"
"384";c(4486505.69114759, 2286063.08837245, 436);"Tevere";"M2";"Up";4486505.69114759;2286063.08837245;436;"Upper_point"
"385";c(4515844.34435313, 2154273.58744853, 50);"Tevere";"M2";"Est";4515844.34435313;2154273.58744853;50;"Lower_point"
"386";c(4513911.56915488, 2156589.68471398, 59);"Tevere";"M2";"Low";4513911.56915488;2156589.68471398;59;"Lower_point"
"387";c(4518545.96116595, 2153362.71812591, 51);"Tevere";"M2";"Up";4518545.96116595;2153362.71812591;51;"Lower_point"
"388";c(3606893.45676955, 3199044.39768269, 7);"Thames";"M1";"Est";3606893.45676955;3199044.39768269;7;"Only_point"
"389";c(3605470.65215332, 3198364.72917428, 6);"Thames";"M1";"Low";3605470.65215332;3198364.72917428;6;"Only_point"
"390";c(3607050.93550338, 3200393.94883543, 5);"Thames";"M1";"Up";3607050.93550338;3200393.94883543;5;"Only_point"
"391";c(3504032.23667892, 3237304.12740837, 80);"Thames";"M2";"Est";3504032.23667892;3237304.12740837;80;"Upper_point"
"392";c(3503535.82641767, 3237742.6287194, 81);"Thames";"M2";"Low";3503535.82641767;3237742.6287194;81;"Upper_point"
"393";c(3504643.66149016, 3237000.29131841, 82);"Thames";"M2";"Up";3504643.66149016;3237000.29131841;82;"Upper_point"
"394";c(3613327.01673047, 3201924.84467894, 2);"Thames";"M2";"Est";3613327.01673047;3201924.84467894;2;"Lower_point"
"395";c(3612577.43133826, 3202992.68054523, 0);"Thames";"M2";"Low";3612577.43133826;3202992.68054523;0;"Lower_point"
"396";c(3613705.66711077, 3200533.32911302, 10);"Thames";"M2";"Up";3613705.66711077;3200533.32911302;10;"Lower_point"
"397";c(4238686.47234553, 2583967.16859258, 304);"Ticino";"M1";"Est";4238686.47234553;2583967.16859258;304;"Only_point"
"398";c(4238550.24633428, 2584092.24206889, 305);"Ticino";"M1";"Low";4238550.24633428;2584092.24206889;305;"Only_point"
"399";c(4238962.97845991, 2583850.79731217, 306);"Ticino";"M1";"Up";4238962.97845991;2583850.79731217;306;"Only_point"
"400";c(4236505.28821821, 2586089.61361794, 332);"Ticino";"M2";"Est";4236505.28821821;2586089.61361794;332;"Upper_point"
"401";c(4236390.10078109, 2586253.03991247, 332);"Ticino";"M2";"Low";4236390.10078109;2586253.03991247;332;"Upper_point"
"402";c(4236610.15248706, 2585919.64326484, 327);"Ticino";"M2";"Up";4236610.15248706;2585919.64326484;327;"Upper_point"
"403";c(4263476.17093809, 2446153.21796337, 50);"Ticino";"M2";"Est";4263476.17093809;2446153.21796337;50;"Lower_point"
"404";c(4260511.71366931, 2448025.15433417, 51);"Ticino";"M2";"Low";4260511.71366931;2448025.15433417;51;"Lower_point"
"405";c(4267135.100234, 2445581.86335704, 47);"Ticino";"M2";"Up";4267135.100234;2445581.86335704;47;"Lower_point"
"406";c(5557140.40819883, 2290840.91253083, 440);"Tundzha";"M1";"Est";5557140.40819883;2290840.91253083;440;"Only_point"
"407";c(5556789.83775189, 2290663.15257489, 442);"Tundzha";"M1";"Low";5556789.83775189;2290663.15257489;442;"Only_point"
"408";c(5557464.20859171, 2291040.8327338, 438);"Tundzha";"M1";"Up";5557464.20859171;2291040.8327338;438;"Only_point"
"409";c(5557140.40819883, 2290840.91253083, 440);"Tundzha";"M2";"Est";5557140.40819883;2290840.91253083;440;"Upper_point"
"410";c(5556715.53392065, 2290596.60931448, 438);"Tundzha";"M2";"Low";5556715.53392065;2290596.60931448;438;"Upper_point"
"411";c(5557540.85929033, 2291089.27032902, 440);"Tundzha";"M2";"Up";5557540.85929033;2291089.27032902;440;"Upper_point"
"412";c(5658386.95923433, 2307660.40172302, 140);"Tundzha";"M2";"Est";5658386.95923433;2307660.40172302;140;"Lower_point"
"413";c(5655581.492765, 2307398.83802756, 145);"Tundzha";"M2";"Low";5655581.492765;2307398.83802756;145;"Lower_point"
"414";c(5661941.49829972, 2310362.42275569, 140);"Tundzha";"M2";"Up";5661941.49829972;2310362.42275569;140;"Lower_point"
"415";c(3657644.70247898, 2565822.40431747, 248);"Vienne";"M1";"Est";3657644.70247898;2565822.40431747;248;"Only_point"
"416";c(3657975.86198345, 2565243.4356385, 259);"Vienne";"M1";"Low";3657975.86198345;2565243.4356385;259;"Only_point"
"417";c(3657089.81746917, 2565911.95938007, 270);"Vienne";"M1";"Up";3657089.81746917;2565911.95938007;270;"Only_point"
"418";c(3671409.04364172, 2553773.11545844, 301);"Vienne";"M2";"Est";3671409.04364172;2553773.11545844;301;"Upper_point"
"419";c(3671516.29107806, 2553514.02327208, 297);"Vienne";"M2";"Low";3671516.29107806;2553514.02327208;297;"Upper_point"
"420";c(3671148.44335501, 2553757.49849713, 303);"Vienne";"M2";"Up";3671148.44335501;2553757.49849713;303;"Upper_point"
"421";c(3603635.26773158, 2645403.29712878, 68);"Vienne";"M2";"Est";3603635.26773158;2645403.29712878;68;"Lower_point"
"422";c(3603227.20951937, 2644103.15094369, 67);"Vienne";"M2";"Low";3603227.20951937;2644103.15094369;67;"Lower_point"
"423";c(3604292.35607844, 2646464.82272313, 65);"Vienne";"M2";"Up";3604292.35607844;2646464.82272313;65;"Lower_point"
"424";c(3840640.74634387, 2704027.64655408, 186);"Yonne";"M1";"Est";3840640.74634387;2704027.64655408;186;"Only_point"
"425";c(3840630.04503043, 2703534.30353794, 189);"Yonne";"M1";"Low";3840630.04503043;2703534.30353794;189;"Only_point"
"426";c(3840879.63402256, 2704481.6679257, 185);"Yonne";"M1";"Up";3840879.63402256;2704481.6679257;185;"Only_point"
"427";c(3851894.78642969, 2694054.65788267, 249);"Yonne";"M2";"Est";3851894.78642969;2694054.65788267;249;"Upper_point"
"428";c(3852167.79307679, 2694004.40240205, 251);"Yonne";"M2";"Low";3852167.79307679;2694004.40240205;251;"Upper_point"
"429";c(3851597.83022159, 2694080.57405472, 256);"Yonne";"M2";"Up";3851597.83022159;2694080.57405472;256;"Upper_point"
"430";c(3823285.68648266, 2791769.80284087, 71);"Yonne";"M2";"Est";3823285.68648266;2791769.80284087;71;"Lower_point"
"431";c(3822254.54565292, 2790120.7566362, 71);"Yonne";"M2";"Low";3822254.54565292;2790120.7566362;71;"Lower_point"
"432";c(3822738.62720897, 2793472.32870045, 69);"Yonne";"M2";"Up";3822738.62720897;2793472.32870045;69;"Lower_point"
